Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
03/24/2021,Ages_12-15_yrs,11516,0,0,2323,0.1,0,0,0,0,0,0,0,0,0
03/24/2021,Race_eth_unknown,26362585,37.8,27.4,14536046,,,36.7,26.9,0,0,36.7,0,0,0
03/24/2021,Ages_5-11_yrs,5205,0,0,568,0,0,0,0,0,0,0,0,0,0
03/24/2021,US,96039418,,100,54110549,28.9,16.3,,100,0,,100,,0,0
03/24/2021,Ages_<5yrs,4824,0,0,1408,0,0,0,0,0,0,0,0,0,0
03/24/2021,Race_eth_NHWhite,45441594,65.2,47.3,26975137,23,13.7,68.2,49.9,0,0,68.2,0,0,0
03/24/2021,Ages_16-17_yrs,282876,0.3,0.3,72968,3.4,0.9,0.1,0.1,0,0,0.1,0,0,0
03/24/2021,Ages_12-17_yrs,294392,0.3,0.3,75291,1.2,0.3,0.1,0.1,0,0,0.1,0,0,0
03/24/2021,Sex_known,94957824,99.9,98.9,53540812,,,99.9,98.9,0,0,99.9,0,0,0
03/24/2021,Race_eth_NHBlack,5536293,7.9,5.8,2826729,13.4,6.9,7.1,5.2,0,0,7.1,0,0,0
03/24/2021,Race_eth_NHMult_Oth,4804802,6.9,5,2817403,65.4,38.4,7.1,5.2,0,0,7.1,0,0,0
03/24/2021,Ages_25-39_yrs,14519089,15.1,15.1,7606480,21.2,11.1,14.1,14.1,0,0,14.1,0,0,0
03/24/2021,Race_eth_Hispanic,8986574,12.9,9.4,4271256,14.1,6.7,10.8,7.9,0,0,10.8,0,0,0
03/24/2021,Age_unknown,12747,0,0,1953,,,0,0,0,0,0,0,0,0
03/24/2021,Ages_40-49_yrs,11385783,11.9,11.9,5801061,27.9,14.2,10.7,10.7,0,0,10.7,0,0,0
03/24/2021,Race_eth_NHNHOPI,171759,0.2,0.2,97948,18.5,10.5,0.2,0.2,0,0,0.2,0,0,0
03/24/2021,Ages_18-24_yrs,3978715,4.1,4.1,1769174,13,5.8,3.3,3.3,0,0,3.3,0,0,0
03/23/2021,Ages_<12yrs,12513,0,0,2447,0,0,0,0,0,0,0,0,0,0
03/23/2021,Ages_5-11_yrs,5165,0,0,556,0,0,0,0,0,0,0,0,0,0
03/23/2021,US,93832030,,100,52689493,28.3,15.9,,100,0,,100,,0,0
03/23/2021,Ages_25-39_yrs,14078996,15,15,7430536,20.6,10.9,14.1,14.1,0,0,14.1,0,0,0
03/23/2021,Ages_18-24_yrs,3815958,4.1,4.1,1721028,12.5,5.6,3.3,3.3,0,0,3.3,0,0,0
03/23/2021,Sex_unknown,1060487,1.1,1.1,558751,,,1.1,1.1,0,0,1.1,0,0,0
03/23/2021,Race_eth_unknown,25776029,37.9,27.5,14198923,,,36.9,26.9,0,0,36.9,0,0,0
03/23/2021,Race_eth_NHAIAN,766515,1.1,0.8,516956,31.5,21.2,1.3,1,0,0,1.3,0,0,0
03/23/2021,Ages_65-74_yrs,23312692,24.8,24.8,14580658,73.1,45.7,27.7,27.7,0,0,27.7,0,0,0
03/23/2021,Race_eth_known,68055998,99.9,72.5,38490566,,,99.9,73.1,0,0,99.9,0,0,0
03/23/2021,Sex_Female,52134559,56.2,55.6,30151244,30.9,17.9,57.8,57.2,0,0,57.8,0,0,0
03/23/2021,Sex_known,92771543,99.9,98.9,52130742,,,99.9,98.9,0,0,99.9,0,0,0
03/23/2021,Ages_50-64_yrs,24242852,25.8,25.8,10764578,38.1,16.9,20.4,20.4,0,0,20.4,0,0,0
03/23/2021,Ages_<5yrs,4782,0,0,1399,0,0,0,0,0,0,0,0,0,0
03/23/2021,Race_eth_NHBlack,5387941,7.9,5.7,2726206,13.1,6.6,7.1,5.2,0,0,7.1,0,0,0
03/23/2021,Ages_75+_yrs,17073064,18.2,18.2,12463362,74.5,54.4,23.7,23.7,0,0,23.7,0,0,0
03/23/2021,Ages_40-49_yrs,11011627,11.7,11.7,5653305,27,13.9,10.7,10.7,0,0,10.7,0,0,0
03/23/2021,Age_unknown,12580,0,0,1916,,,0,0,0,0,0,0,0,0
03/23/2021,Ages_12-17_yrs,271748,0.3,0.3,71663,1.1,0.3,0.1,0.1,0,0,0.1,0,0,0
03/23/2021,Ages_12-15_yrs,10792,0,0,2216,0.1,0,0,0,0,0,0,0,0,0
03/23/2021,Race_eth_NHAsian,3852095,5.7,4.1,2003606,20.3,10.5,5.2,3.8,0,0,5.2,0,0,0
03/23/2021,Age_known,93819450,99.9,99.9,52687577,,,99.9,99.9,0,0,99.9,0,0,0
03/23/2021,Race_eth_Hispanic,8727664,12.8,9.3,4127313,13.7,6.5,10.7,7.8,0,0,10.7,0,0,0
03/23/2021,Sex_Male,40636984,43.8,43.3,21979498,24.9,13.4,42.2,41.7,0,0,42.2,0,0,0
03/23/2021,Race_eth_NHMult_Oth,4728168,6.9,5,2761897,64.4,37.6,7.2,5.2,0,0,7.2,0,0,0
03/23/2021,Race_eth_NHWhite,44425975,65.3,47.3,26259320,22.5,13.3,68.2,49.8,0,0,68.2,0,0,0
03/23/2021,Race_eth_NHNHOPI,167640,0.2,0.2,95268,18.1,10.3,0.2,0.2,0,0,0.2,0,0,0
03/23/2021,Ages_16-17_yrs,260956,0.3,0.3,69447,3.1,0.8,0.1,0.1,0,0,0.1,0,0,0
03/22/2021,Sex_Female,51128344,56.3,55.7,29542568,30.3,17.5,57.9,57.3,0,0,57.9,0,0,0
03/22/2021,Ages_40-49_yrs,10679882,11.6,11.6,5531726,26.2,13.6,10.7,10.7,0,0,10.7,0,0,0
03/22/2021,Ages_25-39_yrs,13688105,14.9,14.9,7286450,20,10.7,14.1,14.1,0,0,14.1,0,0,0
03/22/2021,Ages_50-64_yrs,23446293,25.5,25.5,10469790,36.8,16.4,20.3,20.3,0,0,20.3,0,0,0
03/22/2021,Age_known,91837654,99.9,99.9,51537095,,,99.9,99.9,0,0,99.9,0,0,0
03/22/2021,Sex_unknown,1043511,1.1,1.1,550094,,,1.1,1.1,0,0,1.1,0,0,0
03/22/2021,Race_eth_NHAsian,3761529,5.6,4.1,1964787,19.8,10.3,5.2,3.8,0,0,5.2,0,0,0
03/22/2021,Ages_75+_yrs,16973198,18.5,18.5,12285002,74.1,53.6,23.8,23.8,0,0,23.8,0,0,0
03/22/2021,Ages_12-15_yrs,10264,0,0,2137,0.1,0,0,0,0,0,0,0,0,0
03/22/2021,Race_eth_known,66640134,99.9,72.6,37637839,,,99.9,73,0,0,99.9,0,0,0
03/22/2021,Race_eth_NHAIAN,758077,1.1,0.8,507145,31.1,20.8,1.3,1,0,0,1.3,0,0,0
03/22/2021,Race_eth_NHNHOPI,163938,0.2,0.2,93237,17.7,10,0.2,0.2,0,0,0.2,0,0,0
03/22/2021,Race_eth_Hispanic,8508591,12.8,9.3,4013444,13.3,6.3,10.7,7.8,0,0,10.7,0,0,0
03/22/2021,Ages_65-74_yrs,23103666,25.2,25.2,14210883,72.5,44.6,27.6,27.6,0,0,27.6,0,0,0
03/22/2021,Race_eth_unknown,25209954,37.8,27.4,13901144,,,36.9,27,0,0,36.9,0,0,0
03/22/2021,Sex_known,90806579,99.9,98.9,50988893,,,99.9,98.9,0,0,99.9,0,0,0
03/22/2021,Race_eth_NHMult_Oth,4659075,7,5.1,2716974,63.5,37,7.2,5.3,0,0,7.2,0,0,0
03/22/2021,Ages_16-17_yrs,245035,0.3,0.3,66435,2.9,0.8,0.1,0.1,0,0,0.1,0,0,0
03/22/2021,Race_eth_NHBlack,5254947,7.9,5.7,2643173,12.7,6.4,7,5.1,0,0,7,0,0,0
03/22/2021,Ages_<12yrs,12415,0,0,2422,0,0,0,0,0,0,0,0,0,0
03/22/2021,Sex_Male,39678235,43.7,43.2,21446325,24.3,13.1,42.1,41.6,0,0,42.1,0,0,0
03/22/2021,Ages_18-24_yrs,3678796,4,4,1682250,12,5.5,3.3,3.3,0,0,3.3,0,0,0
03/22/2021,Age_unknown,12436,0,0,1892,,,0,0,0,0,0,0,0,0
03/22/2021,US,91850090,,100,51538987,27.7,15.5,,100,0,,100,,0,0
03/22/2021,Ages_5-11_yrs,5122,0,0,548,0,0,0,0,0,0,0,0,0,0
03/22/2021,Ages_12-17_yrs,255299,0.3,0.3,68572,1,0.3,0.1,0.1,0,0,0.1,0,0,0
03/22/2021,Ages_<5yrs,4753,0,0,1383,0,0,0,0,0,0,0,0,0,0
03/22/2021,Race_eth_NHWhite,43533977,65.3,47.4,25699079,22.1,13,68.3,49.9,0,0,68.3,0,0,0
03/21/2021,Ages_40-49_yrs,10414156,11.5,11.5,5448222,25.5,13.4,10.7,10.7,0,0,10.7,0,0,0
03/21/2021,Sex_known,89216943,99.9,98.9,50188948,,,99.9,98.9,0,0,99.9,0,0,0
03/21/2021,Ages_16-17_yrs,231277,0.3,0.3,64389,2.8,0.8,0.1,0.1,0,0,0.1,0,0,0
03/21/2021,Race_eth_Hispanic,8331936,12.7,9.2,3936548,13.1,6.2,10.6,7.8,0,0,10.6,0,0,0
03/21/2021,Ages_25-39_yrs,13377153,14.8,14.8,7187432,19.6,10.5,14.2,14.2,0,0,14.2,0,0,0
03/21/2021,Race_eth_NHAsian,3684566,5.6,4.1,1935694,19.4,10.2,5.2,3.8,0,0,5.2,0,0,0
03/21/2021,Race_eth_unknown,24763821,37.8,27.4,13690970,,,37,27,0,0,37,0,0,0
03/21/2021,Ages_5-11_yrs,5093,0,0,540,0,0,0,0,0,0,0,0,0,0
03/21/2021,Ages_12-17_yrs,241039,0.3,0.3,66451,1,0.3,0.1,0.1,0,0,0.1,0,0,0
03/21/2021,Race_eth_NHMult_Oth,4603227,7,5.1,2686138,62.7,36.6,7.3,5.3,0,0,7.3,0,0,0
03/21/2021,Ages_75+_yrs,16890320,18.7,18.7,12154720,73.7,53.1,24,24,0,0,24,0,0,0
03/21/2021,Ages_<12yrs,12334,0,0,2405,0,0,0,0,0,0,0,0,0,0
03/21/2021,US,90246655,,100,50733124,27.2,15.3,,100,0,,100,,0,0
03/21/2021,Sex_Female,50308265,56.4,55.7,29113727,29.8,17.3,58,57.4,0,0,58,0,0,0
03/21/2021,Race_eth_NHWhite,42807332,65.4,47.4,25308840,21.7,12.8,68.3,49.9,0,0,68.3,0,0,0
03/21/2021,Ages_12-15_yrs,9762,0,0,2062,0.1,0,0,0,0,0,0,0,0,0
03/21/2021,Race_eth_NHBlack,5143641,7.9,5.7,2582185,12.5,6.3,7,5.1,0,0,7,0,0,0
03/21/2021,Race_eth_NHAIAN,751358,1.1,0.8,501277,30.9,20.6,1.4,1,0,0,1.4,0,0,0
03/21/2021,Race_eth_NHNHOPI,160772,0.2,0.2,91468,17.3,9.8,0.2,0.2,0,0,0.2,0,0,0
03/21/2021,Ages_18-24_yrs,3569766,4,4,1654587,11.7,5.4,3.3,3.3,0,0,3.3,0,0,0
03/21/2021,Sex_unknown,1029712,1.2,1.1,544176,,,1.1,1.1,0,0,1.1,0,0,0
03/21/2021,Age_known,90234320,99.9,99.9,50731249,,,99.9,99.9,0,0,99.9,0,0,0
03/21/2021,Ages_65-74_yrs,22929133,25.4,25.4,13948768,71.9,43.7,27.5,27.5,0,0,27.5,0,0,0
03/21/2021,Age_unknown,12335,0,0,1875,,,0,0,0,0,0,0,0,0
03/21/2021,Sex_Male,38908678,43.6,43.1,21075221,23.8,12.9,42,41.5,0,0,42,0,0,0
03/21/2021,Race_eth_known,65482832,99.9,72.6,37042150,,,99.9,73,0,0,99.9,0,0,0
03/21/2021,Ages_<5yrs,4717,0,0,1378,0,0,0,0,0,0,0,0,0,0
03/21/2021,Ages_50-64_yrs,22800419,25.3,25.3,10268664,35.8,16.1,20.2,20.2,0,0,20.2,0,0,0
03/20/2021,Ages_<12yrs,12312,0,0,2399,0,0,0,0,0,0,0,0,0,0
03/20/2021,Race_eth_unknown,24569317,37.8,27.4,13587715,,,36.9,27,0,0,36.9,0,0,0
03/20/2021,Ages_40-49_yrs,10295749,11.5,11.5,5405842,25.2,13.3,10.7,10.7,0,0,10.7,0,0,0
03/20/2021,Sex_Female,49954270,56.4,55.8,28908376,29.6,17.2,58,57.4,0,0,58,0,0,0
03/20/2021,Sex_unknown,1023931,1.2,1.1,541850,,,1.1,1.1,0,0,1.1,0,0,0
03/20/2021,Race_eth_NHBlack,5101958,7.8,5.7,2559181,12.4,6.2,7,5.1,0,0,7,0,0,0
03/20/2021,Ages_75+_yrs,16860596,18.8,18.8,12098983,73.6,52.8,24,24,0,0,24,0,0,0
03/20/2021,Ages_5-11_yrs,5086,0,0,535,0,0,0,0,0,0,0,0,0,0
03/20/2021,Race_eth_NHNHOPI,159684,0.2,0.2,91077,17.2,9.8,0.2,0.2,0,0,0.2,0,0,0
03/20/2021,Ages_12-17_yrs,233510,0.3,0.3,65046,0.9,0.3,0.1,0.1,0,0,0.1,0,0,0
03/20/2021,Ages_18-24_yrs,3518356,3.9,3.9,1639742,11.5,5.4,3.3,3.3,0,0,3.3,0,0,0
03/20/2021,Sex_Male,38585834,43.6,43.1,20912138,23.6,12.8,42,41.5,0,0,42,0,0,0
03/20/2021,Race_eth_NHAsian,3642966,5.6,4.1,1917365,19.2,10.1,5.2,3.8,0,0,5.2,0,0,0
03/20/2021,US,89564035,,100,50362364,27,15.2,,100,0,,100,,0,0
03/20/2021,Ages_50-64_yrs,22539027,25.2,25.2,10171539,35.4,16,20.2,20.2,0,0,20.2,0,0,0
03/20/2021,Age_unknown,12299,0,0,1869,,,0,0,0,0,0,0,0,0
03/20/2021,Sex_known,88540104,99.9,98.9,49820514,,,99.9,98.9,0,0,99.9,0,0,0
03/20/2021,Ages_16-17_yrs,223990,0.3,0.3,63015,2.7,0.8,0.1,0.1,0,0,0.1,0,0,0
03/20/2021,Race_eth_Hispanic,8251549,12.7,9.2,3899090,12.9,6.1,10.6,7.7,0,0,10.6,0,0,0
03/20/2021,Race_eth_NHMult_Oth,4580051,7,5.1,2671614,62.4,36.4,7.3,5.3,0,0,7.3,0,0,0
03/20/2021,Ages_12-15_yrs,9520,0,0,2031,0.1,0,0,0,0,0,0,0,0,0
03/20/2021,Ages_25-39_yrs,13230307,14.8,14.8,7135023,19.3,10.4,14.2,14.2,0,0,14.2,0,0,0
03/20/2021,Race_eth_NHAIAN,749880,1.2,0.8,500626,30.8,20.6,1.4,1,0,0,1.4,0,0,0
03/20/2021,Ages_<5yrs,4705,0,0,1378,0,0,0,0,0,0,0,0,0,0
03/20/2021,Ages_65-74_yrs,22861879,25.5,25.5,13841921,71.7,43.4,27.5,27.5,0,0,27.5,0,0,0
03/20/2021,Race_eth_NHWhite,42508628,65.4,47.5,25135692,21.5,12.7,68.4,49.9,0,0,68.4,0,0,0
03/20/2021,Age_known,89551736,99.9,99.9,50360495,,,99.9,99.9,0,0,99.9,0,0,0
03/20/2021,Race_eth_known,64994716,99.9,72.6,36774645,,,99.9,73,0,0,99.9,0,0,0
03/19/2021,Sex_unknown,1010274,1.2,1.1,536820,,,1.1,1.1,0,0,1.1,0,0,0
03/19/2021,Sex_known,87143527,99.9,98.9,48966583,,,99.9,98.9,0,0,99.9,0,0,0
03/19/2021,Ages_5-11_yrs,5058,0,0,529,0,0,0,0,0,0,0,0,0,0
03/19/2021,Sex_Female,49217081,56.5,55.8,28431320,29.2,16.9,58.1,57.4,0,0,58.1,0,0,0
03/19/2021,Race_eth_known,63983627,99.9,72.6,36142433,,,99.9,73,0,0,99.9,0,0,0
03/19/2021,Ages_25-39_yrs,12951005,14.7,14.7,7019268,18.9,10.3,14.2,14.2,0,0,14.2,0,0,0
03/19/2021,Ages_75+_yrs,16783404,19,19,11968973,73.3,52.3,24.2,24.2,0,0,24.2,0,0,0
03/19/2021,Ages_12-15_yrs,9039,0,0,1981,0.1,0,0,0,0,0,0,0,0,0
03/19/2021,Race_eth_NHAsian,3568959,5.6,4,1884133,18.8,9.9,5.2,3.8,0,0,5.2,0,0,0
03/19/2021,Race_eth_NHWhite,41911848,65.5,47.5,24730038,21.2,12.5,68.4,50,0,0,68.4,0,0,0
03/19/2021,Race_eth_NHMult_Oth,4532585,7.1,5.1,2639505,61.7,36,7.3,5.3,0,0,7.3,0,0,0
03/19/2021,Race_eth_Hispanic,8070451,12.6,9.2,3806776,12.7,6,10.5,7.7,0,0,10.5,0,0,0
03/19/2021,Ages_<12yrs,12236,0,0,2381,0,0,0,0,0,0,0,0,0,0
03/19/2021,Ages_<5yrs,4682,0,0,1371,0,0,0,0,0,0,0,0,0,0
03/19/2021,Ages_12-17_yrs,221115,0.3,0.3,62345,0.9,0.2,0.1,0.1,0,0,0.1,0,0,0
03/19/2021,Ages_40-49_yrs,10064415,11.4,11.4,5307575,24.7,13,10.7,10.7,0,0,10.7,0,0,0
03/19/2021,Ages_50-64_yrs,21987182,24.9,24.9,9949556,34.5,15.6,20.1,20.1,0,0,20.1,0,0,0
03/19/2021,Ages_18-24_yrs,3424399,3.9,3.9,1607797,11.2,5.3,3.2,3.2,0,0,3.2,0,0,0
03/19/2021,Age_unknown,12214,0,0,1842,,,0,0,0,0,0,0,0,0
03/19/2021,US,88153801,,100,49503403,26.6,14.9,,100,0,,100,,0,0
03/19/2021,Race_eth_unknown,24170172,37.8,27.4,13360966,,,37,27,0,0,37,0,0,0
03/19/2021,Race_eth_NHBlack,4997844,7.8,5.7,2498730,12.1,6.1,6.9,5,0,0,6.9,0,0,0
03/19/2021,Sex_Male,37926446,43.5,43,20535263,23.2,12.6,41.9,41.5,0,0,41.9,0,0,0
03/19/2021,Race_eth_NHAIAN,745510,1.2,0.8,493661,30.6,20.3,1.4,1,0,0,1.4,0,0,0
03/19/2021,Ages_16-17_yrs,212076,0.2,0.2,60364,2.5,0.7,0.1,0.1,0,0,0.1,0,0,0
03/19/2021,Age_known,88141587,99.9,99.9,49501561,,,99.9,99.9,0,0,99.9,0,0,0
03/19/2021,Race_eth_NHNHOPI,156430,0.2,0.2,89590,16.8,9.6,0.2,0.2,0,0,0.2,0,0,0
03/19/2021,Ages_65-74_yrs,22697831,25.8,25.7,13583666,71.2,42.6,27.4,27.4,0,0,27.4,0,0,0
03/18/2021,Ages_5-11_yrs,5019,0,0,504,0,0,0,0,0,0,0,0,0,0
03/18/2021,Ages_40-49_yrs,9712332,11.3,11.3,5176391,23.8,12.7,10.7,10.7,0,0,10.7,0,0,0
03/18/2021,Sex_Male,36887372,43.4,42.9,19997830,22.6,12.2,41.9,41.4,0,0,41.9,0,0,0
03/18/2021,Ages_16-17_yrs,197603,0.2,0.2,57534,2.4,0.7,0.1,0.1,0,0,0.1,0,0,0
03/18/2021,Ages_25-39_yrs,12520510,14.6,14.6,6861375,18.3,10,14.2,14.2,0,0,14.2,0,0,0
03/18/2021,Ages_12-15_yrs,8570,0,0,1902,0.1,0,0,0,0,0,0,0,0,0
03/18/2021,Race_eth_unknown,23581676,37.8,27.4,13046153,,,37,27,0,0,37,0,0,0
03/18/2021,Ages_75+_yrs,16656387,19.4,19.4,11765487,72.7,51.4,24.4,24.4,0,0,24.4,0,0,0
03/18/2021,Race_eth_NHAsian,3468620,5.6,4,1840352,18.3,9.7,5.2,3.8,0,0,5.2,0,0,0
03/18/2021,Age_known,85928760,99.9,99.9,48279789,,,99.9,99.9,0,0,99.9,0,0,0
03/18/2021,Ages_12-17_yrs,206173,0.2,0.2,59436,0.8,0.2,0.1,0.1,0,0,0.1,0,0,0
03/18/2021,Ages_<12yrs,12096,0,0,2328,0,0,0,0,0,0,0,0,0,0
03/18/2021,Race_eth_NHWhite,40904701,65.6,47.6,24127773,20.7,12.2,68.5,50,0,0,68.5,0,0,0
03/18/2021,Race_eth_NHNHOPI,152481,0.2,0.2,87558,16.4,9.4,0.2,0.2,0,0,0.2,0,0,0
03/18/2021,Ages_18-24_yrs,3276058,3.8,3.8,1564091,10.7,5.1,3.2,3.2,0,0,3.2,0,0,0
03/18/2021,Race_eth_NHBlack,4838107,7.8,5.6,2416610,11.7,5.9,6.9,5,0,0,6.9,0,0,0
03/18/2021,Race_eth_Hispanic,7806551,12.5,9.1,3686070,12.2,5.8,10.5,7.6,0,0,10.5,0,0,0
03/18/2021,Ages_<5yrs,4626,0,0,1354,0,0,0,0,0,0,0,0,0,0
03/18/2021,Ages_50-64_yrs,21121016,24.6,24.6,9655769,33.2,15.2,20,20,0,0,20,0,0,0
03/18/2021,Age_unknown,12026,0,0,1811,,,0,0,0,0,0,0,0,0
03/18/2021,Sex_known,84950933,99.9,98.8,47753965,,,99.9,98.9,0,0,99.9,0,0,0
03/18/2021,Ages_65-74_yrs,22424188,26.1,26.1,13194912,70.3,41.4,27.3,27.3,0,0,27.3,0,0,0
03/18/2021,Sex_Female,48063561,56.6,55.9,27756135,28.5,16.5,58.1,57.5,0,0,58.1,0,0,0
03/18/2021,US,85940786,,100,48281600,25.9,14.5,,100,0,,100,,0,0
03/18/2021,Race_eth_known,62359108,99.9,72.6,35235443,,,99.9,73,0,0,99.9,0,0,0
03/18/2021,Sex_unknown,989853,1.2,1.2,527635,,,1.1,1.1,0,0,1.1,0,0,0
03/18/2021,Race_eth_NHAIAN,735388,1.2,0.9,483978,30.2,19.9,1.4,1,0,0,1.4,0,0,0
03/18/2021,Race_eth_NHMult_Oth,4453260,7.1,5.2,2593102,60.7,35.3,7.4,5.4,0,0,7.4,0,0,0
03/17/2021,Ages_25-39_yrs,12103719,14.5,14.5,6728367,17.7,9.8,14.3,14.3,0,0,14.3,0,0,0
03/17/2021,Sex_Female,46877961,56.7,56,27102411,27.8,16.1,58.2,57.6,0,0,58.2,0,0,0
03/17/2021,Ages_65-74_yrs,22107418,26.4,26.4,12766221,69.3,40,27.1,27.1,0,0,27.1,0,0,0
03/17/2021,Ages_75+_yrs,16510519,19.7,19.7,11540635,72.1,50.4,24.5,24.5,0,0,24.5,0,0,0
03/17/2021,Race_eth_NHWhite,39834886,65.7,47.6,23520684,20.2,11.9,68.5,50,0,0,68.5,0,0,0
03/17/2021,Race_eth_known,60672370,99.9,72.5,34344148,,,99.9,73,0,0,99.9,0,0,0
03/17/2021,Ages_12-15_yrs,8103,0,0,1843,0,0,0,0,0,0,0,0,0,0
03/17/2021,Race_eth_unknown,22974162,37.9,27.5,12734260,,,37.1,27,0,0,37.1,0,0,0
03/17/2021,Age_known,83634714,99.9,99.9,47076625,,,99.9,99.9,0,0,99.9,0,0,0
03/17/2021,Race_eth_Hispanic,7541316,12.4,9,3573157,11.8,5.6,10.4,7.6,0,0,10.4,0,0,0
03/17/2021,Race_eth_NHNHOPI,148412,0.2,0.2,85339,16,9.2,0.2,0.2,0,0,0.2,0,0,0
03/17/2021,Ages_<5yrs,4583,0,0,1342,0,0,0,0,0,0,0,0,0,0
03/17/2021,Ages_<12yrs,11973,0,0,2297,0,0,0,0,0,0,0,0,0,0
03/17/2021,Sex_known,82675813,99.9,98.8,46558482,,,99.9,98.9,0,0,99.9,0,0,0
03/17/2021,Ages_16-17_yrs,184163,0.2,0.2,55005,2.2,0.7,0.1,0.1,0,0,0.1,0,0,0
03/17/2021,Race_eth_NHAIAN,725933,1.2,0.9,472939,29.8,19.4,1.4,1,0,0,1.4,0,0,0
03/17/2021,Age_unknown,11820,0,0,1787,,,0,0,0,0,0,0,0,0
03/17/2021,US,83646534,,100,47078412,25.2,14.2,,100,0,,100,,0,0
03/17/2021,Ages_18-24_yrs,3133428,3.7,3.7,1528944,10.2,5,3.2,3.2,0,0,3.2,0,0,0
03/17/2021,Ages_12-17_yrs,192266,0.2,0.2,56848,0.8,0.2,0.1,0.1,0,0,0.1,0,0,0
03/17/2021,Race_eth_NHBlack,4683800,7.7,5.6,2342800,11.4,5.7,6.8,5,0,0,6.8,0,0,0
03/17/2021,Ages_50-64_yrs,20203826,24.2,24.2,9387361,31.7,14.7,19.9,19.9,0,0,19.9,0,0,0
03/17/2021,Ages_5-11_yrs,4980,0,0,492,0,0,0,0,0,0,0,0,0,0
03/17/2021,Ages_40-49_yrs,9371565,11.2,11.2,5065952,23,12.4,10.8,10.8,0,0,10.8,0,0,0
03/17/2021,Sex_Male,35797852,43.3,42.8,19456071,21.9,11.9,41.8,41.3,0,0,41.8,0,0,0
03/17/2021,Sex_unknown,970721,1.2,1.2,519930,,,1.1,1.1,0,0,1.1,0,0,0
03/17/2021,Race_eth_NHAsian,3367333,5.6,4,1799938,17.7,9.5,5.2,3.8,0,0,5.2,0,0,0
03/17/2021,Race_eth_NHMult_Oth,4370690,7.2,5.2,2549291,59.5,34.7,7.4,5.4,0,0,7.4,0,0,0
03/16/2021,Race_eth_NHNHOPI,144535,0.2,0.2,82965,15.6,8.9,0.2,0.2,0,0,0.2,0,0,0
03/16/2021,Ages_12-17_yrs,178428,0.2,0.2,54936,0.7,0.2,0.1,0.1,0,0,0.1,0,0,0
03/16/2021,Ages_65-74_yrs,21809299,26.8,26.8,12352117,68.4,38.7,26.9,26.9,0,0,26.9,0,0,0
03/16/2021,Ages_12-15_yrs,7676,0,0,1770,0,0,0,0,0,0,0,0,0,0
03/16/2021,Race_eth_NHBlack,4539989,7.7,5.6,2271629,11,5.5,6.8,4.9,0,0,6.8,0,0,0
03/16/2021,Ages_<12yrs,11876,0,0,2260,0,0,0,0,0,0,0,0,0,0
03/16/2021,Sex_Male,34789314,43.2,42.7,18947325,21.3,11.6,41.7,41.2,0,0,41.7,0,0,0
03/16/2021,Age_known,81508093,99.9,99.9,45947863,,,99.9,99.9,0,0,99.9,0,0,0
03/16/2021,Ages_16-17_yrs,170752,0.2,0.2,53166,2,0.6,0.1,0.1,0,0,0.1,0,0,0
03/16/2021,Race_eth_known,59097119,99.9,72.5,33496467,,,99.9,72.9,0,0,99.9,0,0,0
03/16/2021,Age_unknown,11676,0,0,1765,,,0,0,0,0,0,0,0,0
03/16/2021,Sex_unknown,952466,1.2,1.2,511366,,,1.1,1.1,0,0,1.1,0,0,0
03/16/2021,Ages_75+_yrs,16374195,20.1,20.1,11311725,71.5,49.4,24.6,24.6,0,0,24.6,0,0,0
03/16/2021,Ages_50-64_yrs,19344320,23.7,23.7,9150290,30.4,14.4,19.9,19.9,0,0,19.9,0,0,0
03/16/2021,Race_eth_NHAsian,3271405,5.5,4,1763262,17.2,9.3,5.3,3.8,0,0,5.3,0,0,0
03/16/2021,Race_eth_NHMult_Oth,4295772,7.3,5.3,2509985,58.5,34.2,7.5,5.5,0,0,7.5,0,0,0
03/16/2021,Sex_known,80567303,99.9,98.8,45438262,,,99.9,98.9,0,0,99.9,0,0,0
03/16/2021,Ages_25-39_yrs,11723896,14.4,14.4,6610467,17.1,9.7,14.4,14.4,0,0,14.4,0,0,0
03/16/2021,Sex_Female,45777989,56.8,56.2,26490937,27.2,15.7,58.3,57.7,0,0,58.3,0,0,0
03/16/2021,Ages_<5yrs,4549,0,0,1331,0,0,0,0,0,0,0,0,0,0
03/16/2021,Ages_18-24_yrs,3004788,3.7,3.7,1496795,9.8,4.9,3.3,3.3,0,0,3.3,0,0,0
03/16/2021,Race_eth_NHWhite,38839769,65.7,47.6,22931001,19.7,11.6,68.5,49.9,0,0,68.5,0,0,0
03/16/2021,Race_eth_Hispanic,7290356,12.3,8.9,3474965,11.4,5.5,10.4,7.6,0,0,10.4,0,0,0
03/16/2021,US,81519769,,100,45949628,24.6,13.8,,100,0,,100,,0,0
03/16/2021,Race_eth_NHAIAN,715293,1.2,0.9,462660,29.4,19,1.4,1,0,0,1.4,0,0,0
